ChargeThreshold_fC,Probability,CrossSection_cm2
0.0003078205314769478,0.9986106537339142,3.9944426149356576e-10
0.0003188240776399484,0.9985902748339142,3.994361099335657e-10
0.00033022096347909175,0.9985902748339142,3.994361099335657e-10
0.0003420252495616296,0.9985902748339142,3.994361099335657e-10
0.0003542514990726863,0.9985902748339142,3.994361099335657e-10
0.00036691479578215353,0.9985902748339142,3.994361099335657e-10
0.00038003076265384075,0.9985902748339142,3.994361099335657e-10
0.0003936155811198404,0.9985902748339142,3.994361099335657e-10
0.000407686011043885,0.9985902748339142,3.994361099335657e-10
0.0004222594113983279,0.9985902748339142,3.994361099335657e-10
0.0004373537616802579,0.9985902748339142,3.994361099335657e-10
0.0004529876840931658,0.9985902748339142,3.994361099335657e-10
0.00046918046652153107,0.9985902748339142,3.994361099335657e-10
0.00048595208632667215,0.9985902748339142,3.994361099335657e-10
0.0005033232349932203,0.9985902748339142,3.994361099335657e-10
0.00052131534365662,0.9985902748339142,3.994361099335657e-10
0.0005399506095431512,0.9985902748339142,3.994361099335657e-10
0.0005592520233550928,0.9985902748339142,3.994361099335657e-10
0.0005792433976348167,0.9985902748339142,3.994361099335657e-10
0.000599949396142799,0.9985902748339142,3.994361099335657e-10
0.0006213955642857974,0.9985902748339142,3.994361099335657e-10
0.0006436083606327318,0.9985902748339142,3.994361099335657e-10
0.0006666151895571555,0.9985902748339142,3.994361099335657e-10
0.0006904444350465809,0.9985902748339142,3.994361099335657e-10
0.0007151254957203748,0.9985902748339142,3.994361099335657e-10
0.0007406888210994266,0.9985800777339142,3.9943203109356573e-10
0.0007671659491723351,0.9985800777339142,3.9943203109356573e-10
0.0007945895453044604,0.9985800777339142,3.9943203109356573e-10
0.0008229934425378398,0.9985800777339142,3.9943203109356573e-10
0.000852412683331692,0.9985800777339142,3.9943203109356573e-10
0.0008828835627950062,0.9985800777339142,3.9943203109356573e-10
0.0009144436734645469,0.9985800777339142,3.9943203109356573e-10
0.0009471319516835216,0.9985800777339142,3.9943203109356573e-10
0.0009809887256381302,0.9985800777339142,3.9943203109356573e-10
0.0010160557651112609,0.9985800777339142,3.9943203109356573e-10
0.0010523763330147113,0.9985800777339142,3.9943203109356573e-10
0.0010899952387635114,0.9985597056339143,3.9942388225356576e-10
0.0011289588935581994,0.9985597056339143,3.9942388225356576e-10
0.0011693153676432552,0.9985597056339143,3.9942388225356576e-10
0.0012111144496123284,0.9985495319339143,3.994198127735658e-10
0.0012544077078334244,0.9985495319339143,3.994198127735658e-10
0.001299248554069838,0.9985393852339142,3.9941575409356573e-10
0.0013456923093753208,0.9985291130339142,3.9941164521356574e-10
