ChargeThreshold_fC,Probability,CrossSection_cm2
4.477314698777003,2.515439005440567e-05,2.515439005440567e-11
4.652959637797505,2.4003460822859778e-05,2.4003460822859778e-11
4.835495123201073,2.3866853871382774e-05,2.3866853871382773e-11
5.025191470942852,2.3729588146670722e-05,2.3729588146670722e-11
5.222329601465863,2.3592255276744253e-05,2.3592255276744252e-11
5.427201455714792,2.3454384638229385e-05,2.3454384638229385e-11
5.640110427469985,2.3334432277362794e-05,2.3334432277362792e-11
5.861371812641879,2.317362251796294e-05,2.3173622517962938e-11
6.091313276191266,2.303474216442555e-05,2.303474216442555e-11
6.330275337366825,2.2882278381381185e-05,2.2882278381381185e-11
6.578611873978489,2.2741533447871916e-05,2.2741533447871915e-11
6.836690646453455,2.2582163251005113e-05,2.2582163251005113e-11
7.104893842450903,2.2454136966844088e-05,2.2454136966844088e-11
7.383618642841928,2.231605460611172e-05,2.2316054606111718e-11
7.673277809892852,2.217858943087049e-05,2.2178589430870488e-11
7.974300298522954,2.2026733204489573e-05,2.2026733204489573e-11
8.287131891541827,2.188708128291182e-05,2.188708128291182e-11
8.612235859807072,2.172975664201658e-05,2.1729756642016578e-11
8.950093648279966,2.158436848805286e-05,2.158436848805286e-11
9.301205588995082,2.145775048073847e-05,2.1457750480738466e-11
9.666091641999673,2.13176556302933e-05,2.13176556302933e-11
10.045292165360108,2.11988600238692e-05,2.11988600238692e-11
10.43936871537562,2.1058366591460073e-05,2.105836659146007e-11
10.848904878184443,2.0906484162667765e-05,2.0906484162667764e-11
11.274507133993808,1.9772689096629618e-05,1.9772689096629618e-11
11.716805755213683,1.9659966204082592e-05,1.9659966204082592e-11
12.17645573982426,1.9542526014498435e-05,1.9542526014498433e-11
12.654137781359436,1.942486633709632e-05,1.9424866337096317e-11
13.150559276942719,1.932055027585011e-05,1.932055027585011e-11
13.666455374868354,1.920408908475656e-05,1.920408908475656e-11
14.202590063278999,1.9063085706322455e-05,1.9063085706322452e-11
14.759757301552249,1.891496589593589e-05,1.891496589593589e-11
15.33878219607143,1.880931575538125e-05,1.8809315755381248e-11
15.940522222121784,1.8679339465685188e-05,1.8679339465685188e-11
16.56586849372166,1.8561392385396176e-05,1.8561392385396176e-11
17.215747083269136,1.8433146541472524e-05,1.8433146541472524e-11
17.891120392958342,1.8303963466081768e-05,1.8303963466081767e-11
18.592988579996433,1.8166261956095696e-05,1.8166261956095694e-11
19.322391037731737,1.8036192928324454e-05,1.8036192928324454e-11
20.080407934886566,1.7882715225452556e-05,1.7882715225452555e-11
20.868161815174087,1.774333331582602e-05,1.774333331582602e-11
21.686819259668084,1.7605820244411006e-05,1.7605820244411006e-11
22.53759261438749,1.7431553521659226e-05,1.7431553521659223e-11
23.421741785653985,1.7272741247667e-05,1.7272741247666998e-11
24.34057610588143,1.7112395525327884e-05,1.7112395525327882e-11
25.295456272560173,1.697154388774652e-05,1.6971543887746518e-11
26.287796363307695,1.6795585326617583e-05,1.6795585326617584e-11
27.31906592996955,1.6629838570486755e-05,1.6629838570486754e-11
28.39079217487194,1.6448631927953103e-05,1.6448631927953102e-11
29.504562212448533,1.628252171969507e-05,1.6282521719695066e-11
30.6620254195909,1.6113347343634815e-05,1.6113347343634814e-11
31.86489587820311,1.5925192359369248e-05,1.5925192359369247e-11
33.11495491357769,1.5733481070376003e-05,1.5733481070376003e-11
34.414053732352016,1.5530007328488865e-05,1.5530007328488864e-11
35.764116163951584,1.5342041480354965e-05,1.5342041480354962e-11
37.167141509580134,1.512785996729508e-05,1.512785996729508e-11
38.62520750297562,1.4925510139320977e-05,1.4925510139320977e-11
40.140473387316405,1.4723138775443657e-05,1.4723138775443658e-11
41.71518311283449,1.4494216796127148e-05,1.4494216796127148e-11
43.35166865987103,1.4249235171708278e-05,1.4249235171708276e-11
45.05235349229524,1.4017380199278705e-05,1.4017380199278704e-11
46.819756146400785,1.3773594913538545e-05,1.3773594913538545e-11
